Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
193,'-7--5=-6','-1+-5=-6',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;-;5;=;-;6','-;1;+;-;5;=;-;6'
194,'7-8=7','7+0=7',minus_to_plus,1,-,+,2,8,0,,,,,,,'7;-;8;=;7','7;+;0;=;7'
195,'-2-8=-2','-2+0=-2',minus_to_plus,2,-,+,3,8,0,,,,,,,'-;2;-;8;=;-;2','-;2;+;0;=;-;2'
196,'7-8=7','7+0=7',minus_to_plus,1,-,+,2,8,0,,,,,,,'7;-;8;=;7','7;+;0;=;7'
197,'6--6=8','6+-6=0',minus_to_plus,1,-,+,5,8,0,,,,,,,'6;-;-;6;=;8','6;+;-;6;=;0'
198,'7--7=6','7+-1=6',minus_to_plus,1,-,+,3,7,1,,,,,,,'7;-;-;7;=;6','7;+;-;1;=;6'
199,'-9-5=2','-3+5=2',minus_to_plus,2,-,+,1,9,3,,,,,,,'-;9;-;5;=;2','-;3;+;5;=;2'
200,'-4-4=8','-4+4=0',minus_to_plus,2,-,+,5,8,0,,,,,,,'-;4;-;4;=;8','-;4;+;4;=;0'
201,'2--7=1','2+-1=1',minus_to_plus,1,-,+,3,7,1,,,,,,,'2;-;-;7;=;1','2;+;-;1;=;1'
202,'-6-3=-2','-5+3=-2',minus_to_plus,2,-,+,1,6,5,,,,,,,'-;6;-;3;=;-;2','-;5;+;3;=;-;2'
203,'-7--1=-2','-1+-1=-2',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;-;1;=;-;2','-;1;+;-;1;=;-;2'
204,'8-0=9','9+0=9',minus_to_plus,1,-,+,0,8,9,,,,,,,'8;-;0;=;9','9;+;0;=;9'
205,'-7-7=6','-1+7=6',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;7;=;6','-;1;+;7;=;6'
206,'-8-7=-7','-8+1=-7',minus_to_plus,2,-,+,3,7,1,,,,,,,'-;8;-;7;=;-;7','-;8;+;1;=;-;7'
207,'-8--3=-9','-6+-3=-9',minus_to_plus,2,-,+,1,8,6,,,,,,,'-;8;-;-;3;=;-;9','-;6;+;-;3;=;-;9'
208,'9--9=-6','3+-9=-6',minus_to_plus,1,-,+,0,9,3,,,,,,,'9;-;-;9;=;-;6','3;+;-;9;=;-;6'
209,'-2--7=-8','-2+-7=-9',minus_to_plus,2,-,+,7,8,9,,,,,,,'-;2;-;-;7;=;-;8','-;2;+;-;7;=;-;9'
210,'-2--7=-8','-2+-7=-9',minus_to_plus,2,-,+,7,8,9,,,,,,,'-;2;-;-;7;=;-;8','-;2;+;-;7;=;-;9'
211,'2--8=-7','2+-9=-7',minus_to_plus,1,-,+,3,8,9,,,,,,,'2;-;-;8;=;-;7','2;+;-;9;=;-;7'
212,'-9-3=0','-3+3=0',minus_to_plus,2,-,+,1,9,3,,,,,,,'-;9;-;3;=;0','-;3;+;3;=;0'
213,'-2-8=4','-2+6=4',minus_to_plus,2,-,+,3,8,6,,,,,,,'-;2;-;8;=;4','-;2;+;6;=;4'
214,'8-8=8','8+0=8',minus_to_plus,1,-,+,2,8,0,,,,,,,'8;-;8;=;8','8;+;0;=;8'
215,'-7--4=-5','-1+-4=-5',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;-;4;=;-;5','-;1;+;-;4;=;-;5'
216,'-3-0=-9','-3+0=-3',minus_to_plus,2,-,+,6,9,3,,,,,,,'-;3;-;0;=;-;9','-;3;+;0;=;-;3'
217,'-5--9=-8','-5+-3=-8',minus_to_plus,2,-,+,4,9,3,,,,,,,'-;5;-;-;9;=;-;8','-;5;+;-;3;=;-;8'
218,'-3-8=6','-3+8=5',minus_to_plus,2,-,+,5,6,5,,,,,,,'-;3;-;8;=;6','-;3;+;8;=;5'
219,'8--7=7','8+-1=7',minus_to_plus,1,-,+,3,7,1,,,,,,,'8;-;-;7;=;7','8;+;-;1;=;7'
220,'8--8=-1','8+-9=-1',minus_to_plus,1,-,+,3,8,9,,,,,,,'8;-;-;8;=;-;1','8;+;-;9;=;-;1'
221,'-4--9=-7','-4+-3=-7',minus_to_plus,2,-,+,4,9,3,,,,,,,'-;4;-;-;9;=;-;7','-;4;+;-;3;=;-;7'
222,'4--9=1','4+-3=1',minus_to_plus,1,-,+,3,9,3,,,,,,,'4;-;-;9;=;1','4;+;-;3;=;1'
223,'-4--6=-9','-4+-5=-9',minus_to_plus,2,-,+,4,6,5,,,,,,,'-;4;-;-;6;=;-;9','-;4;+;-;5;=;-;9'
224,'8--4=2','6+-4=2',minus_to_plus,1,-,+,0,8,6,,,,,,,'8;-;-;4;=;2','6;+;-;4;=;2'
225,'-9-9=-6','-9+3=-6',minus_to_plus,2,-,+,3,9,3,,,,,,,'-;9;-;9;=;-;6','-;9;+;3;=;-;6'
226,'7--2=6','7+-2=5',minus_to_plus,1,-,+,5,6,5,,,,,,,'7;-;-;2;=;6','7;+;-;2;=;5'
227,'7-8=7','7+0=7',minus_to_plus,1,-,+,2,8,0,,,,,,,'7;-;8;=;7','7;+;0;=;7'
228,'8--4=2','6+-4=2',minus_to_plus,1,-,+,0,8,6,,,,,,,'8;-;-;4;=;2','6;+;-;4;=;2'
229,'6-3=8','5+3=8',minus_to_plus,1,-,+,0,6,5,,,,,,,'6;-;3;=;8','5;+;3;=;8'
230,'7--7=8','7+-7=0',minus_to_plus,1,-,+,5,8,0,,,,,,,'7;-;-;7;=;8','7;+;-;7;=;0'
231,'-1-9=2','-1+3=2',minus_to_plus,2,-,+,3,9,3,,,,,,,'-;1;-;9;=;2','-;1;+;3;=;2'
232,'-2-9=1','-2+3=1',minus_to_plus,2,-,+,3,9,3,,,,,,,'-;2;-;9;=;1','-;2;+;3;=;1'
233,'-4-5=7','-4+5=1',minus_to_plus,2,-,+,5,7,1,,,,,,,'-;4;-;5;=;7','-;4;+;5;=;1'
234,'4--1=9','4+-1=3',minus_to_plus,1,-,+,5,9,3,,,,,,,'4;-;-;1;=;9','4;+;-;1;=;3'
235,'7--2=-1','1+-2=-1',minus_to_plus,1,-,+,0,7,1,,,,,,,'7;-;-;2;=;-;1','1;+;-;2;=;-;1'
236,'8--4=2','6+-4=2',minus_to_plus,1,-,+,0,8,6,,,,,,,'8;-;-;4;=;2','6;+;-;4;=;2'
237,'6-4=9','5+4=9',minus_to_plus,1,-,+,0,6,5,,,,,,,'6;-;4;=;9','5;+;4;=;9'
238,'9--7=-4','3+-7=-4',minus_to_plus,1,-,+,0,9,3,,,,,,,'9;-;-;7;=;-;4','3;+;-;7;=;-;4'
239,'8-8=8','0+8=8',minus_to_plus,1,-,+,0,8,0,,,,,,,'8;-;8;=;8','0;+;8;=;8'
240,'8--5=4','9+-5=4',minus_to_plus,1,-,+,0,8,9,,,,,,,'8;-;-;5;=;4','9;+;-;5;=;4'
241,'-3--6=-8','-3+-5=-8',minus_to_plus,2,-,+,4,6,5,,,,,,,'-;3;-;-;6;=;-;8','-;3;+;-;5;=;-;8'
242,'9-0=3','3+0=3',minus_to_plus,1,-,+,0,9,3,,,,,,,'9;-;0;=;3','3;+;0;=;3'
243,'4-7=5','4+1=5',minus_to_plus,1,-,+,2,7,1,,,,,,,'4;-;7;=;5','4;+;1;=;5'
244,'7--9=4','7+-3=4',minus_to_plus,1,-,+,3,9,3,,,,,,,'7;-;-;9;=;4','7;+;-;3;=;4'
245,'9--8=7','9+-8=1',minus_to_plus,1,-,+,5,7,1,,,,,,,'9;-;-;8;=;7','9;+;-;8;=;1'
246,'0--6=-8','0+-6=-6',minus_to_plus,1,-,+,6,8,6,,,,,,,'0;-;-;6;=;-;8','0;+;-;6;=;-;6'
247,'2--8=-4','2+-6=-4',minus_to_plus,1,-,+,3,8,6,,,,,,,'2;-;-;8;=;-;4','2;+;-;6;=;-;4'
248,'-2-7=6','-2+7=5',minus_to_plus,2,-,+,5,6,5,,,,,,,'-;2;-;7;=;6','-;2;+;7;=;5'
249,'-5-6=0','-5+5=0',minus_to_plus,2,-,+,3,6,5,,,,,,,'-;5;-;6;=;0','-;5;+;5;=;0'
250,'-7--2=-8','-7+-2=-9',minus_to_plus,2,-,+,7,8,9,,,,,,,'-;7;-;-;2;=;-;8','-;7;+;-;2;=;-;9'
251,'6--7=-2','5+-7=-2',minus_to_plus,1,-,+,0,6,5,,,,,,,'6;-;-;7;=;-;2','5;+;-;7;=;-;2'
252,'4-7=5','4+1=5',minus_to_plus,1,-,+,2,7,1,,,,,,,'4;-;7;=;5','4;+;1;=;5'
253,'1--2=-7','1+-2=-1',minus_to_plus,1,-,+,6,7,1,,,,,,,'1;-;-;2;=;-;7','1;+;-;2;=;-;1'
254,'7--2=-1','1+-2=-1',minus_to_plus,1,-,+,0,7,1,,,,,,,'7;-;-;2;=;-;1','1;+;-;2;=;-;1'
255,'3-7=4','3+1=4',minus_to_plus,1,-,+,2,7,1,,,,,,,'3;-;7;=;4','3;+;1;=;4'
256,'0--7=-1','0+-1=-1',minus_to_plus,1,-,+,3,7,1,,,,,,,'0;-;-;7;=;-;1','0;+;-;1;=;-;1'
257,'-3-4=7','-3+4=1',minus_to_plus,2,-,+,5,7,1,,,,,,,'-;3;-;4;=;7','-;3;+;4;=;1'
258,'9-0=3','3+0=3',minus_to_plus,1,-,+,0,9,3,,,,,,,'9;-;0;=;3','3;+;0;=;3'
259,'0-6=5','0+5=5',minus_to_plus,1,-,+,2,6,5,,,,,,,'0;-;6;=;5','0;+;5;=;5'
260,'5-9=8','5+3=8',minus_to_plus,1,-,+,2,9,3,,,,,,,'5;-;9;=;8','5;+;3;=;8'
261,'-9--6=-9','-3+-6=-9',minus_to_plus,2,-,+,1,9,3,,,,,,,'-;9;-;-;6;=;-;9','-;3;+;-;6;=;-;9'
262,'4-8=4','4+0=4',minus_to_plus,1,-,+,2,8,0,,,,,,,'4;-;8;=;4','4;+;0;=;4'
263,'-8-8=1','-8+9=1',minus_to_plus,2,-,+,3,8,9,,,,,,,'-;8;-;8;=;1','-;8;+;9;=;1'
264,'-3-9=8','-3+9=6',minus_to_plus,2,-,+,5,8,6,,,,,,,'-;3;-;9;=;8','-;3;+;9;=;6'
265,'-3-7=-2','-3+1=-2',minus_to_plus,2,-,+,3,7,1,,,,,,,'-;3;-;7;=;-;2','-;3;+;1;=;-;2'
266,'1--9=-2','1+-3=-2',minus_to_plus,1,-,+,3,9,3,,,,,,,'1;-;-;9;=;-;2','1;+;-;3;=;-;2'
267,'2--5=-9','2+-5=-3',minus_to_plus,1,-,+,6,9,3,,,,,,,'2;-;-;5;=;-;9','2;+;-;5;=;-;3'
268,'2--9=-1','2+-3=-1',minus_to_plus,1,-,+,3,9,3,,,,,,,'2;-;-;9;=;-;1','2;+;-;3;=;-;1'
269,'8--6=3','8+-5=3',minus_to_plus,1,-,+,3,6,5,,,,,,,'8;-;-;6;=;3','8;+;-;5;=;3'
270,'6--1=4','5+-1=4',minus_to_plus,1,-,+,0,6,5,,,,,,,'6;-;-;1;=;4','5;+;-;1;=;4'
271,'-2-7=-1','-2+1=-1',minus_to_plus,2,-,+,3,7,1,,,,,,,'-;2;-;7;=;-;1','-;2;+;1;=;-;1'
272,'1-7=2','1+1=2',minus_to_plus,1,-,+,2,7,1,,,,,,,'1;-;7;=;2','1;+;1;=;2'
273,'-9-3=-8','-9+3=-6',minus_to_plus,2,-,+,6,8,6,,,,,,,'-;9;-;3;=;-;8','-;9;+;3;=;-;6'
274,'7--8=-2','7+-9=-2',minus_to_plus,1,-,+,3,8,9,,,,,,,'7;-;-;8;=;-;2','7;+;-;9;=;-;2'
275,'8-1=8','8+1=9',minus_to_plus,1,-,+,4,8,9,,,,,,,'8;-;1;=;8','8;+;1;=;9'
276,'-3-6=2','-3+5=2',minus_to_plus,2,-,+,3,6,5,,,,,,,'-;3;-;6;=;2','-;3;+;5;=;2'
277,'-8-7=-7','-8+1=-7',minus_to_plus,2,-,+,3,7,1,,,,,,,'-;8;-;7;=;-;7','-;8;+;1;=;-;7'
278,'-6--3=-8','-5+-3=-8',minus_to_plus,2,-,+,1,6,5,,,,,,,'-;6;-;-;3;=;-;8','-;5;+;-;3;=;-;8'
279,'-5-6=0','-5+5=0',minus_to_plus,2,-,+,3,6,5,,,,,,,'-;5;-;6;=;0','-;5;+;5;=;0'
280,'7--8=1','7+-6=1',minus_to_plus,1,-,+,3,8,6,,,,,,,'7;-;-;8;=;1','7;+;-;6;=;1'
281,'-8-8=-8','-8+0=-8',minus_to_plus,2,-,+,3,8,0,,,,,,,'-;8;-;8;=;-;8','-;8;+;0;=;-;8'
282,'-6--2=-7','-5+-2=-7',minus_to_plus,2,-,+,1,6,5,,,,,,,'-;6;-;-;2;=;-;7','-;5;+;-;2;=;-;7'
283,'-9-8=5','-3+8=5',minus_to_plus,2,-,+,1,9,3,,,,,,,'-;9;-;8;=;5','-;3;+;8;=;5'
284,'8--7=7','8+-1=7',minus_to_plus,1,-,+,3,7,1,,,,,,,'8;-;-;7;=;7','8;+;-;1;=;7'
285,'8--2=4','6+-2=4',minus_to_plus,1,-,+,0,8,6,,,,,,,'8;-;-;2;=;4','6;+;-;2;=;4'
286,'-1-0=-7','-1+0=-1',minus_to_plus,2,-,+,6,7,1,,,,,,,'-;1;-;0;=;-;7','-;1;+;0;=;-;1'
287,'-9-4=-6','-9+4=-5',minus_to_plus,2,-,+,6,6,5,,,,,,,'-;9;-;4;=;-;6','-;9;+;4;=;-;5'
288,'7--6=2','7+-5=2',minus_to_plus,1,-,+,3,6,5,,,,,,,'7;-;-;6;=;2','7;+;-;5;=;2'
289,'-7--4=-5','-1+-4=-5',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;-;4;=;-;5','-;1;+;-;4;=;-;5'
290,'9--6=9','9+-6=3',minus_to_plus,1,-,+,5,9,3,,,,,,,'9;-;-;6;=;9','9;+;-;6;=;3'
291,'-7-8=7','-1+8=7',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;8;=;7','-;1;+;8;=;7'
292,'8--8=2','8+-6=2',minus_to_plus,1,-,+,3,8,6,,,,,,,'8;-;-;8;=;2','8;+;-;6;=;2'
293,'9--9=-6','3+-9=-6',minus_to_plus,1,-,+,0,9,3,,,,,,,'9;-;-;9;=;-;6','3;+;-;9;=;-;6'
294,'-8-2=-8','-8+2=-6',minus_to_plus,2,-,+,6,8,6,,,,,,,'-;8;-;2;=;-;8','-;8;+;2;=;-;6'
295,'-7-8=7','-1+8=7',minus_to_plus,2,-,+,1,7,1,,,,,,,'-;7;-;8;=;7','-;1;+;8;=;7'
296,'2-6=7','2+5=7',minus_to_plus,1,-,+,2,6,5,,,,,,,'2;-;6;=;7','2;+;5;=;7'
297,'-2-2=8','-2+2=0',minus_to_plus,2,-,+,5,8,0,,,,,,,'-;2;-;2;=;8','-;2;+;2;=;0'
298,'-7-7=8','-7+7=0',minus_to_plus,2,-,+,5,8,0,,,,,,,'-;7;-;7;=;8','-;7;+;7;=;0'
299,'8--2=-2','0+-2=-2',minus_to_plus,1,-,+,0,8,0,,,,,,,'8;-;-;2;=;-;2','0;+;-;2;=;-;2'
300,'-9-2=-1','-3+2=-1',minus_to_plus,2,-,+,1,9,3,,,,,,,'-;9;-;2;=;-;1','-;3;+;2;=;-;1'
