Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
232,11+8=12,4+8=12,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;8;=;1;2','4;+;8;=;1;2'
233,9+6=18,9+9=18,within_glyph,2,6,9,,,,,,,,,,'9;+;6;=;1;8','9;+;9;=;1;8'
234,0-0=6,6-0=6,within_glyph,0,0,6,,,,,,,,,,'0;-;0;=;6','6;-;0;=;6'
235,1+5=4,1+3=4,within_glyph,2,5,3,,,,,,,,,,'1;+;5;=;4','1;+;3;=;4'
236,4+6=19,4+6=10,within_glyph,5,9,0,,,,,,,,,,'4;+;6;=;1;9','4;+;6;=;1;0'
237,11+2=6,4+2=6,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;2;=;6','4;+;2;=;6'
238,5-3=3,5-3=2,within_glyph,4,3,2,,,,,,,,,,'5;-;3;=;3','5;-;3;=;2'
239,0-6=0,0-0=0,within_glyph,2,6,0,,,,,,,,,,'0;-;6;=;0','0;-;0;=;0'
240,3+4=6,2+4=6,within_glyph,0,3,2,,,,,,,,,,'3;+;4;=;6','2;+;4;=;6'
241,0+9=15,6+9=15,within_glyph,0,0,6,,,,,,,,,,'0;+;9;=;1;5','6;+;9;=;1;5'
242,9+9=9,9+0=9,within_glyph,2,9,0,,,,,,,,,,'9;+;9;=;9','9;+;0;=;9'
243,0+9=18,9+9=18,within_glyph,0,0,9,,,,,,,,,,'0;+;9;=;1;8','9;+;9;=;1;8'
244,7+9=10,7+9=16,within_glyph,5,0,6,,,,,,,,,,'7;+;9;=;1;0','7;+;9;=;1;6'
245,8+2=16,8+2=10,within_glyph,5,6,0,,,,,,,,,,'8;+;2;=;1;6','8;+;2;=;1;0'
246,3+6=8,2+6=8,within_glyph,0,3,2,,,,,,,,,,'3;+;6;=;8','2;+;6;=;8'
247,8-2=9,8-2=6,within_glyph,4,9,6,,,,,,,,,,'8;-;2;=;9','8;-;2;=;6'
248,2+8=19,2+8=10,within_glyph,5,9,0,,,,,,,,,,'2;+;8;=;1;9','2;+;8;=;1;0'
249,3+11=16,5+11=16,within_glyph,0,3,5,,,,,,,,,,'3;+;11;=;1;6','5;+;11;=;1;6'
250,9=8-1,8=9-1,one_move_same_segment,2,8,9,0,9,8,,,,,,,'9;=;8;-;1','8;=;9;-;1'
251,2+1=2,2+1=3,within_glyph,4,2,3,,,,,,,,,,'2;+;1;=;2','2;+;1;=;3'
252,11+6=15,11+5=16,one_move_same_segment,2,6,5,5,5,6,,,,,,,'11;+;6;=;1;5','11;+;5;=;1;6'
253,5+3=7,5+2=7,within_glyph,2,3,2,,,,,,,,,,'5;+;3;=;7','5;+;2;=;7'
254,6-0=0,0-0=0,within_glyph,0,6,0,,,,,,,,,,'6;-;0;=;0','0;-;0;=;0'
255,1+9=19,1+9=10,within_glyph,5,9,0,,,,,,,,,,'1;+;9;=;1;9','1;+;9;=;1;0'
256,4=0-2,4=6-2,within_glyph,2,0,6,,,,,,,,,,'4;=;0;-;2','4;=;6;-;2'
257,'1-4=6','1+4=5',operator_number,4,6,5,1,-,+,,,,,,,'1;-;4;=;6','1;+;4;=;5'
258,6-6=9,6-6=0,within_glyph,4,9,0,,,,,,,,,,'6;-;6;=;9','6;-;6;=;0'
259,11+11=15,4+11=15,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;11;=;1;5','4;+;11;=;1;5'
260,11-2=8,11-3=8,within_glyph,2,2,3,,,,,,,,,,'11;-;2;=;8','11;-;3;=;8'
261,6=4-2,6-4=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'6;=;4;-;2','6;-;4;=;2'
262,8+9=71,8+9=17,one_move_same_segment,4,7,1,5,1,7,,,,,,,'8;+;9;=;7;1','8;+;9;=;1;7'
263,11+5=10,11+5=16,within_glyph,5,0,6,,,,,,,,,,'11;+;5;=;1;0','11;+;5;=;1;6'
264,6-11=2,6-4=2,splitmerge_4_11,2,11,4,,,,,,,,,,'6;-;11;=;2','6;-;4;=;2'
265,11=5-1,4=5-1,splitmerge_4_11,0,11,4,,,,,,,,,,'11;=;5;-;1','4;=;5;-;1'
266,6+7=1,6+1=7,one_move_same_segment,2,7,1,4,1,7,,,,,,,'6;+;7;=;1','6;+;1;=;7'
267,8+7=13,8+7=15,within_glyph,5,3,5,,,,,,,,,,'8;+;7;=;1;3','8;+;7;=;1;5'
268,8=0-8,8-0=8,one_move_same_segment,1,=,-,3,-,=,,,,,,,'8;=;0;-;8','8;-;0;=;8'
269,3+7=12,5+7=12,within_glyph,0,3,5,,,,,,,,,,'3;+;7;=;1;2','5;+;7;=;1;2'
270,2+8=16,2+8=10,within_glyph,5,6,0,,,,,,,,,,'2;+;8;=;1;6','2;+;8;=;1;0'
271,6-0=0,6-6=0,within_glyph,2,0,6,,,,,,,,,,'6;-;0;=;0','6;-;6;=;0'
272,8+4=13,8+4=12,within_glyph,5,3,2,,,,,,,,,,'8;+;4;=;1;3','8;+;4;=;1;2'
273,2+9=8,2+6=8,within_glyph,2,9,6,,,,,,,,,,'2;+;9;=;8','2;+;6;=;8'
274,3+9=6,3+5=8,one_move_same_segment,2,9,5,4,6,8,,,,,,,'3;+;9;=;6','3;+;5;=;8'
275,7+4=18,7+11=18,splitmerge_4_11,2,4,11,,,,,,,,,,'7;+;4;=;1;8','7;+;11;=;1;8'
276,5+11=10,5+11=16,within_glyph,5,0,6,,,,,,,,,,'5;+;11;=;1;0','5;+;11;=;1;6'
277,4-2=3,4-2=2,within_glyph,4,3,2,,,,,,,,,,'4;-;2;=;3','4;-;2;=;2'
278,4+3=6,4+2=6,within_glyph,2,3,2,,,,,,,,,,'4;+;3;=;6','4;+;2;=;6'
279,1+6=5,1+5=6,one_move_same_segment,2,6,5,4,5,6,,,,,,,'1;+;6;=;5','1;+;5;=;6'
280,8+3=5,6+3=9,one_move_same_segment,0,8,6,4,5,9,,,,,,,'8;+;3;=;5','6;+;3;=;9'
281,3+0=9,3+6=9,within_glyph,2,0,6,,,,,,,,,,'3;+;0;=;9','3;+;6;=;9'
282,5-2=2,5-3=2,within_glyph,2,2,3,,,,,,,,,,'5;-;2;=;2','5;-;3;=;2'
283,6+9=13,6+9=15,within_glyph,5,3,5,,,,,,,,,,'6;+;9;=;1;3','6;+;9;=;1;5'
284,5+3=10,5+5=10,within_glyph,2,3,5,,,,,,,,,,'5;+;3;=;1;0','5;+;5;=;1;0'
285,9=0-9,9-0=9,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;0;-;9','9;-;0;=;9'
286,9+0=0,0+0=0,within_glyph,0,9,0,,,,,,,,,,'9;+;0;=;0','0;+;0;=;0'
287,7+6=7,7+0=7,within_glyph,2,6,0,,,,,,,,,,'7;+;6;=;7','7;+;0;=;7'
288,11-4=0,11-11=0,splitmerge_4_11,2,4,11,,,,,,,,,,'11;-;4;=;0','11;-;11;=;0'
289,6+5=9,6+3=9,within_glyph,2,5,3,,,,,,,,,,'6;+;5;=;9','6;+;3;=;9'
290,1+4=71,7+4=11,one_move_same_segment,4,7,1,0,1,7,5,1,7,,,,'1;+;4;=;7;1',7;+;4;=;1;1'
291,6+11=10,6+4=10,splitmerge_4_11,2,11,4,,,,,,,,,,'6;+;11;=;1;0','6;+;4;=;1;0'
292,11+5=19,11+5=16,within_glyph,5,9,6,,,,,,,,,,'11;+;5;=;1;9','11;+;5;=;1;6'
293,11-6=3,11-6=5,within_glyph,4,3,5,,,,,,,,,,'11;-;6;=;3','11;-;6;=;5'
294,2-9=2,2-0=2,within_glyph,2,9,0,,,,,,,,,,'2;-;9;=;2','2;-;0;=;2'
295,1+11=5,1+4=5,splitmerge_4_11,2,11,4,,,,,,,,,,'1;+;11;=;5','1;+;4;=;5'
296,7+5=10,7+3=10,within_glyph,2,5,3,,,,,,,,,,'7;+;5;=;1;0','7;+;3;=;1;0'
297,9-3=3,6-3=3,within_glyph,0,9,6,,,,,,,,,,'9;-;3;=;3','6;-;3;=;3'
298,11-0=4,11-0=11,splitmerge_4_11,4,4,11,,,,,,,,,,'11;-;0;=;4','11;-;0;=;11'
299,11-5=0,11-5=6,within_glyph,4,0,6,,,,,,,,,,'11;-;5;=;0','11;-;5;=;6'
300,3+2=4,2+2=4,within_glyph,0,3,2,,,,,,,,,,'3;+;2;=;4','2;+;2;=;4'
301,4+6=4,4+0=4,within_glyph,2,6,0,,,,,,,,,,'4;+;6;=;4','4;+;0;=;4'
302,3+3=5,3+2=5,within_glyph,2,3,2,,,,,,,,,,'3;+;3;=;5','3;+;2;=;5'
303,11+9=11,11+0=11,within_glyph,2,9,0,,,,,,,,,,'11;+;9;=;11','11;+;0;=;11'
304,3-3=6,3-3=0,within_glyph,4,6,0,,,,,,,,,,'3;-;3;=;6','3;-;3;=;0'
305,9=1+5,6=1+5,within_glyph,0,9,6,,,,,,,,,,'9;=;1;+;5','6;=;1;+;5'
306,5+5=8,3+5=8,within_glyph,0,5,3,,,,,,,,,,'5;+;5;=;8','3;+;5;=;8'
307,6-0=9,6-0=6,within_glyph,4,9,6,,,,,,,,,,'6;-;0;=;9','6;-;0;=;6'
308,16=3+7,10=3+7,within_glyph,1,6,0,,,,,,,,,,'1;6;=;3;+;7','1;0;=;3;+;7'
309,1+5=72,7+5=12,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;+;5;=;7;2','7;+;5;=;1;2'
310,9-6=0,6-6=0,within_glyph,0,9,6,,,,,,,,,,'9;-;6;=;0','6;-;6;=;0'
311,7+2=0,7+2=9,within_glyph,4,0,9,,,,,,,,,,'7;+;2;=;0','7;+;2;=;9'
312,0-4=5,9-4=5,within_glyph,0,0,9,,,,,,,,,,'0;-;4;=;5','9;-;4;=;5'
313,0+2=3,0+3=3,within_glyph,2,2,3,,,,,,,,,,'0;+;2;=;3','0;+;3;=;3'
314,6+4=16,6+4=10,within_glyph,5,6,0,,,,,,,,,,'6;+;4;=;1;6','6;+;4;=;1;0'
315,4+9=15,4+9=13,within_glyph,5,5,3,,,,,,,,,,'4;+;9;=;1;5','4;+;9;=;1;3'
316,1-7=6,7-1=6,one_move_same_segment,2,7,1,0,1,7,,,,,,,'1;-;7;=;6','7;-;1;=;6'
317,0=6+3,9=6+3,within_glyph,0,0,9,,,,,,,,,,'0;=;6;+;3','9;=;6;+;3'
318,2+6=2,2+0=2,within_glyph,2,6,0,,,,,,,,,,'2;+;6;=;2','2;+;0;=;2'
319,2-6=2,2-0=2,within_glyph,2,6,0,,,,,,,,,,'2;-;6;=;2','2;-;0;=;2'
320,9-0=0,0-0=0,within_glyph,0,9,0,,,,,,,,,,'9;-;0;=;0','0;-;0;=;0'
321,6-7=2,9-7=2,within_glyph,0,6,9,,,,,,,,,,'6;-;7;=;2','9;-;7;=;2'
322,3+9=14,5+9=14,within_glyph,0,3,5,,,,,,,,,,'3;+;9;=;1;4','5;+;9;=;1;4'
323,9+7=10,9+7=16,within_glyph,5,0,6,,,,,,,,,,'9;+;7;=;1;0','9;+;7;=;1;6'
324,3-1=4,5-1=4,within_glyph,0,3,5,,,,,,,,,,'3;-;1;=;4','5;-;1;=;4'
325,2+9=4,2+9=11,splitmerge_4_11,4,4,11,,,,,,,,,,'2;+;9;=;4','2;+;9;=;11'
326,9+1=19,9+1=10,within_glyph,5,9,0,,,,,,,,,,'9;+;1;=;1;9','9;+;1;=;1;0'
327,3+7=9,2+7=9,within_glyph,0,3,2,,,,,,,,,,'3;+;7;=;9','2;+;7;=;9'
328,2+8=6,2+6=8,one_move_same_segment,2,8,6,4,6,8,,,,,,,'2;+;8;=;6','2;+;6;=;8'
329,7=4-3,7-4=3,one_move_same_segment,1,=,-,3,-,=,,,,,,,'7;=;4;-;3','7;-;4;=;3'
330,0=1+5,6=1+5,within_glyph,0,0,6,,,,,,,,,,'0;=;1;+;5','6;=;1;+;5'
331,0=4-11,0=11-11,splitmerge_4_11,2,4,11,,,,,,,,,,'0;=;4;-;11','0;=;11;-;11'
332,2-3=0,2-2=0,within_glyph,2,3,2,,,,,,,,,,'2;-;3;=;0','2;-;2;=;0'
333,0+11=4,0+4=4,splitmerge_4_11,2,11,4,,,,,,,,,,'0;+;11;=;4','0;+;4;=;4'
334,5-9=4,9-5=4,one_move_same_segment,2,9,5,0,5,9,,,,,,,'5;-;9;=;4','9;-;5;=;4'
335,1=0-1,1-0=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'1;=;0;-;1','1;-;0;=;1'
336,9=1-8,9-1=8,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;1;-;8','9;-;1;=;8'
337,6-1=8,9-1=8,within_glyph,0,6,9,,,,,,,,,,'6;-;1;=;8','9;-;1;=;8'
338,7+11=11,7+4=11,splitmerge_4_11,2,11,4,,,,,,,,,,'7;+;11;=;11','7;+;4;=;11'
339,9=7-2,9-7=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;7;-;2','9;-;7;=;2'
340,5+7=18,9+7=16,one_move_same_segment,5,8,6,0,5,9,,,,,,,'5;+;7;=;1;8','9;+;7;=;1;6'
341,3+6=3,3+0=3,within_glyph,2,6,0,,,,,,,,,,'3;+;6;=;3','3;+;0;=;3'
342,0-8=8,8-8=0,one_move_same_segment,4,8,0,0,0,8,,,,,,,'0;-;8;=;8','8;-;8;=;0'
343,11=8-3,11-8=3,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;8;-;3','11;-;8;=;3'
344,2+5=5,2+3=5,within_glyph,2,5,3,,,,,,,,,,'2;+;5;=;5','2;+;3;=;5'
345,9+6=12,6+6=12,within_glyph,0,9,6,,,,,,,,,,'9;+;6;=;1;2','6;+;6;=;1;2'
346,2=1-1,2-1=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'2;=;1;-;1','2;-;1;=;1'
347,3+3=8,3+5=8,within_glyph,2,3,5,,,,,,,,,,'3;+;3;=;8','3;+;5;=;8'
348,8-8=9,8-8=0,within_glyph,4,9,0,,,,,,,,,,'8;-;8;=;9','8;-;8;=;0'
349,9-3=9,9-3=6,within_glyph,4,9,6,,,,,,,,,,'9;-;3;=;9','9;-;3;=;6'
350,8-2=5,8-3=5,within_glyph,2,2,3,,,,,,,,,,'8;-;2;=;5','8;-;3;=;5'
351,7+6=16,7+9=16,within_glyph,2,6,9,,,,,,,,,,'7;+;6;=;1;6','7;+;9;=;1;6'
352,7+5=13,7+5=12,within_glyph,5,3,2,,,,,,,,,,'7;+;5;=;1;3','7;+;5;=;1;2'
353,11+1=5,4+1=5,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;1;=;5','4;+;1;=;5'
354,4-1=10,11-1=10,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;1;=;1;0','11;-;1;=;1;0'
355,8+0=14,8+6=14,within_glyph,2,0,6,,,,,,,,,,'8;+;0;=;1;4','8;+;6;=;1;4'
356,3-0=2,2-0=2,within_glyph,0,3,2,,,,,,,,,,'3;-;0;=;2','2;-;0;=;2'
357,9+9=15,6+9=15,within_glyph,0,9,6,,,,,,,,,,'9;+;9;=;1;5','6;+;9;=;1;5'
358,11-11=6,11-11=0,within_glyph,4,6,0,,,,,,,,,,'11;-;11;=;6','11;-;11;=;0'
359,6+6=6,6+0=6,within_glyph,2,6,0,,,,,,,,,,'6;+;6;=;6','6;+;0;=;6'
360,5=9-1,5=6-1,within_glyph,2,9,6,,,,,,,,,,'5;=;9;-;1','5;=;6;-;1'
361,11+2=12,11+2=13,within_glyph,5,2,3,,,,,,,,,,'11;+;2;=;1;2','11;+;2;=;1;3'
362,4+4=15,11+4=15,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;4;=;1;5','11;+;4;=;1;5'
363,0+5=3,0+5=5,within_glyph,4,3,5,,,,,,,,,,'0;+;5;=;3','0;+;5;=;5'
364,4=2-2,4-2=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'4;=;2;-;2','4;-;2;=;2'
365,9+0=6,6+0=6,within_glyph,0,9,6,,,,,,,,,,'9;+;0;=;6','6;+;0;=;6'
366,'3-2=6','3+2=5',operator_number,4,6,5,1,-,+,,,,,,,'3;-;2;=;6','3;+;2;=;5'
367,7-9=7,7-0=7,within_glyph,2,9,0,,,,,,,,,,'7;-;9;=;7','7;-;0;=;7'
368,11+4=13,11+4=15,within_glyph,5,3,5,,,,,,,,,,'11;+;4;=;1;3','11;+;4;=;1;5'
369,3=0-3,3-0=3,one_move_same_segment,1,=,-,3,-,=,,,,,,,'3;=;0;-;3','3;-;0;=;3'
370,17-1=4,11-7=4,one_move_same_segment,1,7,1,0,1,7,2,-,7,3,1,=,'1;7;-;1;=;4',1;1;-;7;=;4'
371,9+1=8,8+1=9,one_move_same_segment,4,8,9,0,9,8,,,,,,,'9;+;1;=;8','8;+;1;=;9'
372,7+6=19,7+8=15,one_move_same_segment,5,9,5,2,6,8,,,,,,,'7;+;6;=;1;9','7;+;8;=;1;5'
373,4-4=6,4-4=0,within_glyph,4,6,0,,,,,,,,,,'4;-;4;=;6','4;-;4;=;0'
374,6+9=6,6+0=6,within_glyph,2,9,0,,,,,,,,,,'6;+;9;=;6','6;+;0;=;6'
375,5+0=11,5+6=11,within_glyph,2,0,6,,,,,,,,,,'5;+;0;=;11','5;+;6;=;11'
376,6+2=2,0+2=2,within_glyph,0,6,0,,,,,,,,,,'6;+;2;=;2','0;+;2;=;2'
377,'2-9=7','2+5=7',operator_number,2,9,5,1,-,+,,,,,,,'2;-;9;=;7','2;+;5;=;7'
378,9+5=11,6+5=11,within_glyph,0,9,6,,,,,,,,,,'9;+;5;=;11','6;+;5;=;11'
379,5+4=0,5+4=9,within_glyph,4,0,9,,,,,,,,,,'5;+;4;=;0','5;+;4;=;9'
380,4-6=4,4-0=4,within_glyph,2,6,0,,,,,,,,,,'4;-;6;=;4','4;-;0;=;4'
381,6+9=9,0+9=9,within_glyph,0,6,0,,,,,,,,,,'6;+;9;=;9','0;+;9;=;9'
382,0+6=9,0+6=6,within_glyph,4,9,6,,,,,,,,,,'0;+;6;=;9','0;+;6;=;6'
383,0=5-3,0=5-5,within_glyph,4,3,5,,,,,,,,,,'0;=;5;-;3','0;=;5;-;5'
384,2+2=5,3+2=5,within_glyph,0,2,3,,,,,,,,,,'2;+;2;=;5','3;+;2;=;5'
385,3+3=0,3+3=6,within_glyph,4,0,6,,,,,,,,,,'3;+;3;=;0','3;+;3;=;6'
386,2+11=14,3+11=14,within_glyph,0,2,3,,,,,,,,,,'2;+;11;=;1;4','3;+;11;=;1;4'
387,8-6=3,8-6=2,within_glyph,4,3,2,,,,,,,,,,'8;-;6;=;3','8;-;6;=;2'
388,3-3=1,3-2=1,within_glyph,2,3,2,,,,,,,,,,'3;-;3;=;1','3;-;2;=;1'
389,9+1=1,0+1=1,within_glyph,0,9,0,,,,,,,,,,'9;+;1;=;1','0;+;1;=;1'
390,2+3=4,2+2=4,within_glyph,2,3,2,,,,,,,,,,'2;+;3;=;4','2;+;2;=;4'
391,4=0-4,4-0=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'4;=;0;-;4','4;-;0;=;4'
392,6-8=1,9-8=1,within_glyph,0,6,9,,,,,,,,,,'6;-;8;=;1','9;-;8;=;1'
393,0-5=1,6-5=1,within_glyph,0,0,6,,,,,,,,,,'0;-;5;=;1','6;-;5;=;1'
394,7+1=74,7+7=14,one_move_same_segment,4,7,1,2,1,7,,,,,,,'7;+;1;=;7;4','7;+;7;=;1;4'
395,9+3=11,9+2=11,within_glyph,2,3,2,,,,,,,,,,'9;+;3;=;11','9;+;2;=;11'
396,3-4=1,5-4=1,within_glyph,0,3,5,,,,,,,,,,'3;-;4;=;1','5;-;4;=;1'
397,3+2=7,5+2=7,within_glyph,0,3,5,,,,,,,,,,'3;+;2;=;7','5;+;2;=;7'
398,6-9=0,6-6=0,within_glyph,2,9,6,,,,,,,,,,'6;-;9;=;0','6;-;6;=;0'
399,5-5=9,5-5=0,within_glyph,4,9,0,,,,,,,,,,'5;-;5;=;9','5;-;5;=;0'
400,3+1=3,2+1=3,within_glyph,0,3,2,,,,,,,,,,'3;+;1;=;3','2;+;1;=;3'
401,7=5-2,7-5=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'7;=;5;-;2','7;-;5;=;2'
402,11-8=5,11-8=3,within_glyph,4,5,3,,,,,,,,,,'11;-;8;=;5','11;-;8;=;3'
403,6-6=6,6-6=0,within_glyph,4,6,0,,,,,,,,,,'6;-;6;=;6','6;-;6;=;0'
404,5-0=3,5-0=5,within_glyph,4,3,5,,,,,,,,,,'5;-;0;=;3','5;-;0;=;5'
405,6+0=0,6+0=6,within_glyph,4,0,6,,,,,,,,,,'6;+;0;=;0','6;+;0;=;6'
406,4+11=8,4+4=8,splitmerge_4_11,2,11,4,,,,,,,,,,'4;+;11;=;8','4;+;4;=;8'
407,7=0-7,7-0=7,one_move_same_segment,1,=,-,3,-,=,,,,,,,'7;=;0;-;7','7;-;0;=;7'
408,0+11=20,9+11=20,within_glyph,0,0,9,,,,,,,,,,'0;+;11;=;2;0','9;+;11;=;2;0'
409,7+6=15,7+6=13,within_glyph,5,5,3,,,,,,,,,,'7;+;6;=;1;5','7;+;6;=;1;3'
410,9-0=0,9-9=0,within_glyph,2,0,9,,,,,,,,,,'9;-;0;=;0','9;-;9;=;0'
411,5+6=4,5+6=11,splitmerge_4_11,4,4,11,,,,,,,,,,'5;+;6;=;4','5;+;6;=;11'
412,0+4=10,6+4=10,within_glyph,0,0,6,,,,,,,,,,'0;+;4;=;1;0','6;+;4;=;1;0'
413,1+2=5,1+2=3,within_glyph,4,5,3,,,,,,,,,,'1;+;2;=;5','1;+;2;=;3'
414,'0+8=0','8-8=0',operator_number,1,+,-,0,0,8,,,,,,,'0;+;8;=;0','8;-;8;=;0'
415,4+3=14,11+3=14,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;3;=;1;4','11;+;3;=;1;4'
416,0+8=17,9+8=17,within_glyph,0,0,9,,,,,,,,,,'0;+;8;=;1;7','9;+;8;=;1;7'
417,11-5=8,11-3=8,within_glyph,2,5,3,,,,,,,,,,'11;-;5;=;8','11;-;3;=;8'
418,0-0=6,0-0=0,within_glyph,4,6,0,,,,,,,,,,'0;-;0;=;6','0;-;0;=;0'
419,11-4=0,4-4=0,splitmerge_4_11,0,11,4,,,,,,,,,,'11;-;4;=;0','4;-;4;=;0'
420,4+8=19,11+8=19,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;8;=;1;9','11;+;8;=;1;9'
421,0+4=11,0+4=4,splitmerge_4_11,4,11,4,,,,,,,,,,'0;+;4;=;11','0;+;4;=;4'
422,3+0=2,2+0=2,within_glyph,0,3,2,,,,,,,,,,'3;+;0;=;2','2;+;0;=;2'
423,8+8=10,8+8=16,within_glyph,5,0,6,,,,,,,,,,'8;+;8;=;1;0','8;+;8;=;1;6'
424,9-6=0,9-9=0,within_glyph,2,6,9,,,,,,,,,,'9;-;6;=;0','9;-;9;=;0'
425,11+9=18,11+8=19,one_move_same_segment,5,8,9,2,9,8,,,,,,,'11;+;9;=;1;8','11;+;8;=;1;9'
426,3+0=5,3+0=3,within_glyph,4,5,3,,,,,,,,,,'3;+;0;=;5','3;+;0;=;3'
427,5+7=10,3+7=10,within_glyph,0,5,3,,,,,,,,,,'5;+;7;=;1;0','3;+;7;=;1;0'
428,0+2=11,9+2=11,within_glyph,0,0,9,,,,,,,,,,'0;+;2;=;11','9;+;2;=;11'
429,2+7=6,2+7=9,within_glyph,4,6,9,,,,,,,,,,'2;+;7;=;6','2;+;7;=;9'
430,3-1=1,2-1=1,within_glyph,0,3,2,,,,,,,,,,'3;-;1;=;1','2;-;1;=;1'
431,'2-3=6','2+3=5',operator_number,4,6,5,1,-,+,,,,,,,'2;-;3;=;6','2;+;3;=;5'
432,9+1=76,9+7=16,one_move_same_segment,4,7,1,2,1,7,,,,,,,'9;+;1;=;7;6','9;+;7;=;1;6'
433,2+9=12,3+9=12,within_glyph,0,2,3,,,,,,,,,,'2;+;9;=;1;2','3;+;9;=;1;2'
434,4+9=12,4+9=13,within_glyph,5,2,3,,,,,,,,,,'4;+;9;=;1;2','4;+;9;=;1;3'
435,11=0-11,11-0=11,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;0;-;11','11;-;0;=;11'
436,4=0-5,4=9-5,within_glyph,2,0,9,,,,,,,,,,'4;=;0;-;5','4;=;9;-;5'
437,19=5+6,15=9+6,one_move_same_segment,1,9,5,3,5,9,,,,,,,'1;9;=;5;+;6','1;5;=;9;+;6'
438,7-9=1,7-6=1,within_glyph,2,9,6,,,,,,,,,,'7;-;9;=;1','7;-;6;=;1'
439,9-5=6,9-3=6,within_glyph,2,5,3,,,,,,,,,,'9;-;5;=;6','9;-;3;=;6'
440,3+3=9,3+3=6,within_glyph,4,9,6,,,,,,,,,,'3;+;3;=;9','3;+;3;=;6'
441,11+9=13,4+9=13,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;9;=;1;3','4;+;9;=;1;3'
442,1+0=10,1+9=10,within_glyph,2,0,9,,,,,,,,,,'1;+;0;=;1;0','1;+;9;=;1;0'
443,9+8=8,0+8=8,within_glyph,0,9,0,,,,,,,,,,'9;+;8;=;8','0;+;8;=;8'
444,8=4-4,8-4=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'8;=;4;-;4','8;-;4;=;4'
445,3+3=5,2+3=5,within_glyph,0,3,2,,,,,,,,,,'3;+;3;=;5','2;+;3;=;5'
446,3=1-2,3-1=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'3;=;1;-;2','3;-;1;=;2'
447,2+0=11,2+9=11,within_glyph,2,0,9,,,,,,,,,,'2;+;0;=;11','2;+;9;=;11'
448,5=4-1,5-4=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'5;=;4;-;1','5;-;4;=;1'
449,0-1=5,6-1=5,within_glyph,0,0,6,,,,,,,,,,'0;-;1;=;5','6;-;1;=;5'
450,1+2=4,1+3=4,within_glyph,2,2,3,,,,,,,,,,'1;+;2;=;4','1;+;3;=;4'
451,9-4=3,9-4=5,within_glyph,4,3,5,,,,,,,,,,'9;-;4;=;3','9;-;4;=;5'
452,3+8=13,5+8=13,within_glyph,0,3,5,,,,,,,,,,'3;+;8;=;1;3','5;+;8;=;1;3'
453,0-3=3,6-3=3,within_glyph,0,0,6,,,,,,,,,,'0;-;3;=;3','6;-;3;=;3'
454,5+2=8,5+3=8,within_glyph,2,2,3,,,,,,,,,,'5;+;2;=;8','5;+;3;=;8'
455,9+6=6,0+6=6,within_glyph,0,9,0,,,,,,,,,,'9;+;6;=;6','0;+;6;=;6'
456,11+11=32,11+11=22,within_glyph,4,3,2,,,,,,,,,,'11;+;11;=;3;2','11;+;11;=;2;2'
457,11+2=15,11+2=13,within_glyph,5,5,3,,,,,,,,,,'11;+;2;=;1;5','11;+;2;=;1;3'
458,11-0=4,4-0=4,splitmerge_4_11,0,11,4,,,,,,,,,,'11;-;0;=;4','4;-;0;=;4'
459,2-1=2,3-1=2,within_glyph,0,2,3,,,,,,,,,,'2;-;1;=;2','3;-;1;=;2'
460,6-5=4,9-5=4,within_glyph,0,6,9,,,,,,,,,,'6;-;5;=;4','9;-;5;=;4'
461,11+6=11,11+0=11,within_glyph,2,6,0,,,,,,,,,,'11;+;6;=;11','11;+;0;=;11'
462,9+6=13,8+5=13,one_move_same_segment,2,6,5,0,9,8,,,,,,,'9;+;6;=;1;3','8;+;5;=;1;3'
463,3-0=5,3-0=3,within_glyph,4,5,3,,,,,,,,,,'3;-;0;=;5','3;-;0;=;3'
