Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
204,'2=-8--6','2=-6--8',multi,3,8,6,6,6,8,,,,,,,'2;=;-;8;-;-;6','2;=;-;6;-;-;8'
205,'-5+11=-1','-5+4=-1',single,3,11,4,,,,,,,,,,'-;5;+;11;=;-;1','-;5;+;4;=;-;1'
206,'-7=-8-1','-7--8=1',multi,2,=,-,5,-,=,,,,,,,'-;7;=;-;8;-;1','-;7;-;-;8;=;1'
207,'-3+-3=-8','-5+-3=-8',single,1,3,5,,,,,,,,,,'-;3;+;-;3;=;-;8','-;5;+;-;3;=;-;8'
208,'-5+0=4','-5+9=4',single,3,0,9,,,,,,,,,,'-;5;+;0;=;4','-;5;+;9;=;4'
209,'-7--3=-5','-7--2=-5',single,4,3,2,,,,,,,,,,'-;7;-;-;3;=;-;5','-;7;-;-;2;=;-;5'
210,'5+-4=9','9+-4=5',multi,5,9,5,0,5,9,,,,,,,'5;+;-;4;=;9','9;+;-;4;=;5'
211,'-7=-3--4','-7--3=-4',multi,2,=,-,5,-,=,,,,,,,'-;7;=;-;3;-;-;4','-;7;-;-;3;=;-;4'
212,'-2--8=0','-2--8=6',single,6,0,6,,,,,,,,,,'-;2;-;-;8;=;0','-;2;-;-;8;=;6'
213,'-9=-6--3','-9--6=-3',multi,2,=,-,5,-,=,,,,,,,'-;9;=;-;6;-;-;3','-;9;-;-;6;=;-;3'
214,'-5+-5=-19','-5+-5=-10',single,8,9,0,,,,,,,,,,'-;5;+;-;5;=;-;1;9','-;5;+;-;5;=;-;1;0'
215,'9+-0=0','9+-9=0',single,3,0,9,,,,,,,,,,'9;+;-;0;=;0','9;+;-;9;=;0'
216,'11+-1=3','4+-1=3',single,0,11,4,,,,,,,,,,'11;+;-;1;=;3','4;+;-;1;=;3'
217,'-11+-0=-20','-11+-9=-20',single,4,0,9,,,,,,,,,,'-;11;+;-;0;=;-;2;0','-;11;+;-;9;=;-;2;0'
218,'-3--6=2','-3--6=3',single,6,2,3,,,,,,,,,,'-;3;-;-;6;=;2','-;3;-;-;6;=;3'
219,'6+-3=1','6+-5=1',single,3,3,5,,,,,,,,,,'6;+;-;3;=;1','6;+;-;5;=;1'
220,'6=-3+8','6=-2+8',single,3,3,2,,,,,,,,,,'6;=;-;3;+;8','6;=;-;2;+;8'
221,'-9+-11=-18','-8+-11=-19',multi,8,8,9,1,9,8,,,,,,,'-;9;+;-;11;=;-;1;8','-;8;+;-;11;=;-;1;9'
222,'-6--8=-1','-9--8=-1',single,1,6,9,,,,,,,,,,'-;6;-;-;8;=;-;1','-;9;-;-;8;=;-;1'
223,'-5+6=-1','-6+5=-1',multi,3,6,5,1,5,6,,,,,,,'-;5;+;6;=;-;1','-;6;+;5;=;-;1'
224,'-2+-9=-4','-2+-9=-11',single,7,4,11,,,,,,,,,,'-;2;+;-;9;=;-;4','-;2;+;-;9;=;-;11'
225,'2+-11=-0','2+-11=-9',single,6,0,9,,,,,,,,,,'2;+;-;11;=;-;0','2;+;-;11;=;-;9'
226,'-3+-9=-9','-3+-6=-9',single,4,9,6,,,,,,,,,,'-;3;+;-;9;=;-;9','-;3;+;-;6;=;-;9'
227,'-8+11=-4','-8+4=-4',single,3,11,4,,,,,,,,,,'-;8;+;11;=;-;4','-;8;+;4;=;-;4'
228,'1+-5=-6','1+-6=-5',multi,6,6,5,3,5,6,,,,,,,'1;+;-;5;=;-;6','1;+;-;6;=;-;5'
229,'-8+6=2','-6+8=2',multi,1,8,6,3,6,8,,,,,,,'-;8;+;6;=;2','-;6;+;8;=;2'
230,'-7+-0=-16','-7+-9=-16',single,4,0,9,,,,,,,,,,'-;7;+;-;0;=;-;1;6','-;7;+;-;9;=;-;1;6'
231,'4+-1=5','4+-1=3',single,5,5,3,,,,,,,,,,'4;+;-;1;=;5','4;+;-;1;=;3'
232,'-6--1=-3','-6--1=-5',single,7,3,5,,,,,,,,,,'-;6;-;-;1;=;-;3','-;6;-;-;1;=;-;5'
233,'-4+-11=-22','-11+-11=-22',single,1,4,11,,,,,,,,,,'-;4;+;-;11;=;-;2;2','-;11;+;-;11;=;-;2;2'
234,'-7--1=-9','-7--1=-6',single,7,9,6,,,,,,,,,,'-;7;-;-;1;=;-;9','-;7;-;-;1;=;-;6'
235,'-5+5=9','-5+5=0',single,5,9,0,,,,,,,,,,'-;5;+;5;=;9','-;5;+;5;=;0'
236,'6+-8=2','8+-6=2',multi,3,8,6,0,6,8,,,,,,,'6;+;-;8;=;2','8;+;-;6;=;2'
237,'-2+-4=-7','-3+-4=-7',single,1,2,3,,,,,,,,,,'-;2;+;-;4;=;-;7','-;3;+;-;4;=;-;7'
238,'-11--3=-9','-11--2=-9',single,4,3,2,,,,,,,,,,'-;11;-;-;3;=;-;9','-;11;-;-;2;=;-;9'
239,'3+-11=-9','2+-11=-9',single,0,3,2,,,,,,,,,,'3;+;-;11;=;-;9','2;+;-;11;=;-;9'
240,'-3+-3=-5','-2+-3=-5',single,1,3,2,,,,,,,,,,'-;3;+;-;3;=;-;5','-;2;+;-;3;=;-;5'
241,'-2+-8=-11','-3+-8=-11',single,1,2,3,,,,,,,,,,'-;2;+;-;8;=;-;11','-;3;+;-;8;=;-;11'
242,'-5--8=5','-5--8=3',single,6,5,3,,,,,,,,,,'-;5;-;-;8;=;5','-;5;-;-;8;=;3'
243,'-7=-9-2','-7--9=2',multi,2,=,-,5,-,=,,,,,,,'-;7;=;-;9;-;2','-;7;-;-;9;=;2'
244,'8+-9=2','8+-6=2',single,3,9,6,,,,,,,,,,'8;+;-;9;=;2','8;+;-;6;=;2'
245,'-2=-5-3','-2--5=3',multi,2,=,-,5,-,=,,,,,,,'-;2;=;-;5;-;3','-;2;-;-;5;=;3'
246,'-12=-3+-7','-12=-5+-7',single,5,3,5,,,,,,,,,,'-;1;2;=;-;3;+;-;7','-;1;2;=;-;5;+;-;7'
247,'-9--8=2','-6--8=2',single,1,9,6,,,,,,,,,,'-;9;-;-;8;=;2','-;6;-;-;8;=;2'
248,'-6=-9-3','-6--9=3',multi,2,=,-,5,-,=,,,,,,,'-;6;=;-;9;-;3','-;6;-;-;9;=;3'
249,'8=-5--11','8=-3--11',single,3,5,3,,,,,,,,,,'8;=;-;5;-;-;11','8;=;-;3;-;-;11'
250,'-11+11=-7','-11+4=-7',single,3,11,4,,,,,,,,,,'-;11;+;11;=;-;7','-;11;+;4;=;-;7'
251,'-9=-8--1','-9--8=-1',multi,2,=,-,5,-,=,,,,,,,'-;9;=;-;8;-;-;1','-;9;-;-;8;=;-;1'
252,'-5+-11=-10','-5+-11=-16',single,8,0,6,,,,,,,,,,'-;5;+;-;11;=;-;1;0','-;5;+;-;11;=;-;1;6'
253,'6+-9=0','9+-9=0',single,0,6,9,,,,,,,,,,'6;+;-;9;=;0','9;+;-;9;=;0'
254,'-5+-1=-0','-5+-1=-6',single,7,0,6,,,,,,,,,,'-;5;+;-;1;=;-;0','-;5;+;-;1;=;-;6'
255,'-3=-7-4','-3--7=4',multi,2,=,-,5,-,=,,,,,,,'-;3;=;-;7;-;4','-;3;-;-;7;=;4'
256,'-5+8=2','-5+8=3',single,5,2,3,,,,,,,,,,'-;5;+;8;=;2','-;5;+;8;=;3'
257,'-2+3=0','-3+3=0',single,1,2,3,,,,,,,,,,'-;2;+;3;=;0','-;3;+;3;=;0'
258,'-3+-9=-13','-3+-9=-12',single,8,3,2,,,,,,,,,,'-;3;+;-;9;=;-;1;3','-;3;+;-;9;=;-;1;2'
259,'-7+-2=-10','-7+-3=-10',single,4,2,3,,,,,,,,,,'-;7;+;-;2;=;-;1;0','-;7;+;-;3;=;-;1;0'
260,'-3--3=-1','-3--2=-1',single,4,3,2,,,,,,,,,,'-;3;-;-;3;=;-;1','-;3;-;-;2;=;-;1'
261,'0+-3=3','6+-3=3',single,0,0,6,,,,,,,,,,'0;+;-;3;=;3','6;+;-;3;=;3'
262,'3=-5+7','2=-5+7',single,0,3,2,,,,,,,,,,'3;=;-;5;+;7','2;=;-;5;+;7'
263,'9+-6=0','6+-6=0',single,0,9,6,,,,,,,,,,'9;+;-;6;=;0','6;+;-;6;=;0'
264,'-11+-5=-14','-11+-3=-14',single,4,5,3,,,,,,,,,,'-;11;+;-;5;=;-;1;4','-;11;+;-;3;=;-;1;4'
265,'-2+6=11','-2+6=4',single,5,11,4,,,,,,,,,,'-;2;+;6;=;11','-;2;+;6;=;4'
266,'-0--1=-8','-9--1=-8',single,1,0,9,,,,,,,,,,'-;0;-;-;1;=;-;8','-;9;-;-;1;=;-;8'
267,'-3--5=3','-2--5=3',single,1,3,2,,,,,,,,,,'-;3;-;-;5;=;3','-;2;-;-;5;=;3'
268,'-2+11=8','-3+11=8',single,1,2,3,,,,,,,,,,'-;2;+;11;=;8','-;3;+;11;=;8'
269,'-7--1=6','-1--7=6',multi,1,7,1,4,1,7,,,,,,,'-;7;-;-;1;=;6','-;1;-;-;7;=;6'
270,'-6--8=-2','-8--6=-2',multi,4,8,6,1,6,8,,,,,,,'-;6;-;-;8;=;-;2','-;8;-;-;6;=;-;2'
271,'-2+8=5','-3+8=5',single,1,2,3,,,,,,,,,,'-;2;+;8;=;5','-;3;+;8;=;5'
272,'6+-1=8','9+-1=8',single,0,6,9,,,,,,,,,,'6;+;-;1;=;8','9;+;-;1;=;8'
273,'-6+1=-8','-9+1=-8',single,1,6,9,,,,,,,,,,'-;6;+;1;=;-;8','-;9;+;1;=;-;8'
274,'-1--11=16','-1--11=10',single,7,6,0,,,,,,,,,,'-;1;-;-;11;=;1;6','-;1;-;-;11;=;1;0'
275,'-4+-9=-20','-11+-9=-20',single,1,4,11,,,,,,,,,,'-;4;+;-;9;=;-;2;0','-;11;+;-;9;=;-;2;0'
276,'-0+-7=-13','-6+-7=-13',single,1,0,6,,,,,,,,,,'-;0;+;-;7;=;-;1;3','-;6;+;-;7;=;-;1;3'
277,'7+-1=-6','1+-7=-6',multi,0,7,1,3,1,7,,,,,,,'7;+;-;1;=;-;6','1;+;-;7;=;-;6'
278,'-7+-9=-13','-7+-6=-13',single,4,9,6,,,,,,,,,,'-;7;+;-;9;=;-;1;3','-;7;+;-;6;=;-;1;3'
279,'-6+-5=-19','-6+-9=-15',multi,8,9,5,4,5,9,,,,,,,'-;6;+;-;5;=;-;1;9','-;6;+;-;9;=;-;1;5'
280,'-7=-3+-11','-7=-3+-4',single,7,11,4,,,,,,,,,,'-;7;=;-;3;+;-;11','-;7;=;-;3;+;-;4'
281,'2+-6=-8','2+-8=-6',multi,6,8,6,3,6,8,,,,,,,'2;+;-;6;=;-;8','2;+;-;8;=;-;6'
282,'-3+0=3','-3+6=3',single,3,0,6,,,,,,,,,,'-;3;+;0;=;3','-;3;+;6;=;3'
283,'7=-3+9','7=-2+9',single,3,3,2,,,,,,,,,,'7;=;-;3;+;9','7;=;-;2;+;9'
284,'6+-5=-1','5+-6=-1',multi,0,6,5,3,5,6,,,,,,,'6;+;-;5;=;-;1','5;+;-;6;=;-;1'
285,'-2=-4-2','-2--4=2',multi,2,=,-,5,-,=,,,,,,,'-;2;=;-;4;-;2','-;2;-;-;4;=;2'
286,'-4--4=9','-4--4=0',single,6,9,0,,,,,,,,,,'-;4;-;-;4;=;9','-;4;-;-;4;=;0'
287,'-6+-3=-8','-6+-2=-8',single,4,3,2,,,,,,,,,,'-;6;+;-;3;=;-;8','-;6;+;-;2;=;-;8'
288,'-7+5=-3','-7+5=-2',single,6,3,2,,,,,,,,,,'-;7;+;5;=;-;3','-;7;+;5;=;-;2'
289,'-8+-5=-12','-8+-5=-13',single,8,2,3,,,,,,,,,,'-;8;+;-;5;=;-;1;2','-;8;+;-;5;=;-;1;3'
290,'-13=-1+-11','-12=-1+-11',single,2,3,2,,,,,,,,,,'-;1;3;=;-;1;+;-;11','-;1;2;=;-;1;+;-;11'
291,'-3=-3--2','-3=-5--2',single,4,3,5,,,,,,,,,,'-;3;=;-;3;-;-;2','-;3;=;-;5;-;-;2'
292,'11+-9=3','11+-9=2',single,5,3,2,,,,,,,,,,'11;+;-;9;=;3','11;+;-;9;=;2'
293,'0+-5=1','6+-5=1',single,0,0,6,,,,,,,,,,'0;+;-;5;=;1','6;+;-;5;=;1'
294,'-4--6=-5','-11--6=-5',single,1,4,11,,,,,,,,,,'-;4;-;-;6;=;-;5','-;11;-;-;6;=;-;5'
295,'2+-11=-2','2+-4=-2',single,3,11,4,,,,,,,,,,'2;+;-;11;=;-;2','2;+;-;4;=;-;2'
296,'4+-11=0','11+-11=0',single,0,4,11,,,,,,,,,,'4;+;-;11;=;0','11;+;-;11;=;0'
297,'-8+8=9','-8+8=0',single,5,9,0,,,,,,,,,,'-;8;+;8;=;9','-;8;+;8;=;0'
298,'-6+-9=-12','-6+-6=-12',single,4,9,6,,,,,,,,,,'-;6;+;-;9;=;-;1;2','-;6;+;-;6;=;-;1;2'
299,'11+-11=6','11+-11=0',single,5,6,0,,,,,,,,,,'11;+;-;11;=;6','11;+;-;11;=;0'
300,'-4+1=-10','-11+1=-10',single,1,4,11,,,,,,,,,,'-;4;+;1;=;-;1;0','-;11;+;1;=;-;1;0'
301,'-1--1=6','-1--1=0',single,6,6,0,,,,,,,,,,'-;1;-;-;1;=;6','-;1;-;-;1;=;0'
302,'7+-5=4','7+-3=4',single,3,5,3,,,,,,,,,,'7;+;-;5;=;4','7;+;-;3;=;4'
303,'-3+-2=-7','-5+-2=-7',single,1,3,5,,,,,,,,,,'-;3;+;-;2;=;-;7','-;5;+;-;2;=;-;7'
304,'-1--4=5','-1--4=3',single,6,5,3,,,,,,,,,,'-;1;-;-;4;=;5','-;1;-;-;4;=;3'
305,'-6=-3--3','-6--3=-3',multi,2,=,-,5,-,=,,,,,,,'-;6;=;-;3;-;-;3','-;6;-;-;3;=;-;3'
306,'-1+-0=-7','-1+-6=-7',single,4,0,6,,,,,,,,,,'-;1;+;-;0;=;-;7','-;1;+;-;6;=;-;7'
307,'-1+-11=-78','-7+-11=-18',multi,7,7,1,1,1,7,,,,,,,'-;1;+;-;11;=;-;7;8','-;7;+;-;11;=;-;1;8'
308,'1+-9=-5','1+-6=-5',single,3,9,6,,,,,,,,,,'1;+;-;9;=;-;5','1;+;-;6;=;-;5'
309,'-3+-4=-14','-3+-11=-14',single,4,4,11,,,,,,,,,,'-;3;+;-;4;=;-;1;4','-;3;+;-;11;=;-;1;4'
310,'9+-3=0','9+-3=6',single,5,0,6,,,,,,,,,,'9;+;-;3;=;0','9;+;-;3;=;6'
311,'-4+8=-3','-11+8=-3',single,1,4,11,,,,,,,,,,'-;4;+;8;=;-;3','-;11;+;8;=;-;3'
312,'-9+-6=-13','-5+-8=-13',multi,1,9,5,4,6,8,,,,,,,'-;9;+;-;6;=;-;1;3','-;5;+;-;8;=;-;1;3'
313,'2+-5=-2','3+-5=-2',single,0,2,3,,,,,,,,,,'2;+;-;5;=;-;2','3;+;-;5;=;-;2'
314,'-5+-8=-15','-5+-8=-13',single,8,5,3,,,,,,,,,,'-;5;+;-;8;=;-;1;5','-;5;+;-;8;=;-;1;3'
315,'7+-0=1','7+-6=1',single,3,0,6,,,,,,,,,,'7;+;-;0;=;1','7;+;-;6;=;1'
316,'-8--11=2','-8--11=3',single,6,2,3,,,,,,,,,,'-;8;-;-;11;=;2','-;8;-;-;11;=;3'
317,'-4=-8+-3','-11=-8+-3',single,1,4,11,,,,,,,,,,'-;4;=;-;8;+;-;3','-;11;=;-;8;+;-;3'
318,'-1--3=4','-1--5=4',single,4,3,5,,,,,,,,,,'-;1;-;-;3;=;4','-;1;-;-;5;=;4'
319,'-11--5=-9','-11--5=-6',single,7,9,6,,,,,,,,,,'-;11;-;-;5;=;-;9','-;11;-;-;5;=;-;6'
320,'-5+-1=-9','-5+-1=-6',single,7,9,6,,,,,,,,,,'-;5;+;-;1;=;-;9','-;5;+;-;1;=;-;6'
321,'-1--6=3','-1--6=5',single,6,3,5,,,,,,,,,,'-;1;-;-;6;=;3','-;1;-;-;6;=;5'
322,'9+-6=0','9+-9=0',single,3,6,9,,,,,,,,,,'9;+;-;6;=;0','9;+;-;9;=;0'
323,'-3+5=3','-2+5=3',single,1,3,2,,,,,,,,,,'-;3;+;5;=;3','-;2;+;5;=;3'
324,'-7+-0=-13','-7+-6=-13',single,4,0,6,,,,,,,,,,'-;7;+;-;0;=;-;1;3','-;7;+;-;6;=;-;1;3'
325,'3+-6=-2','3+-6=-3',single,6,2,3,,,,,,,,,,'3;+;-;6;=;-;2','3;+;-;6;=;-;3'
326,'-3+-9=-11','-2+-9=-11',single,1,3,2,,,,,,,,,,'-;3;+;-;9;=;-;11','-;2;+;-;9;=;-;11'
327,'-4=-11-7','-4--11=7',multi,2,=,-,5,-,=,,,,,,,'-;4;=;-;11;-;7','-;4;-;-;11;=;7'
328,'-3--1=-1','-2--1=-1',single,1,3,2,,,,,,,,,,'-;3;-;-;1;=;-;1','-;2;-;-;1;=;-;1'
329,'-5+-9=-16','-6+-9=-15',multi,8,6,5,1,5,6,,,,,,,'-;5;+;-;9;=;-;1;6','-;6;+;-;9;=;-;1;5'
330,'-3=-6-3','-3--6=3',multi,2,=,-,5,-,=,,,,,,,'-;3;=;-;6;-;3','-;3;-;-;6;=;3'
331,'11+-3=9','11+-2=9',single,3,3,2,,,,,,,,,,'11;+;-;3;=;9','11;+;-;2;=;9'
332,'-2+-11=-12','-2+-11=-13',single,8,2,3,,,,,,,,,,'-;2;+;-;11;=;-;1;2','-;2;+;-;11;=;-;1;3'
333,'-7+-6=-16','-7+-9=-16',single,4,6,9,,,,,,,,,,'-;7;+;-;6;=;-;1;6','-;7;+;-;9;=;-;1;6'
334,'-3+-7=-9','-2+-7=-9',single,1,3,2,,,,,,,,,,'-;3;+;-;7;=;-;9','-;2;+;-;7;=;-;9'
335,'5=-3+6','3=-3+6',single,0,5,3,,,,,,,,,,'5;=;-;3;+;6','3;=;-;3;+;6'
336,'-3+9=4','-5+9=4',single,1,3,5,,,,,,,,,,'-;3;+;9;=;4','-;5;+;9;=;4'
337,'-3+3=-1','-3+2=-1',single,3,3,2,,,,,,,,,,'-;3;+;3;=;-;1','-;3;+;2;=;-;1'
338,'4+-8=-11','4+-8=-4',single,6,11,4,,,,,,,,,,'4;+;-;8;=;-;11','4;+;-;8;=;-;4'
339,'0+-1=5','6+-1=5',single,0,0,6,,,,,,,,,,'0;+;-;1;=;5','6;+;-;1;=;5'
340,'-7+-2=-0','-7+-2=-9',single,7,0,9,,,,,,,,,,'-;7;+;-;2;=;-;0','-;7;+;-;2;=;-;9'
341,'-11--11=-7','-11--4=-7',single,4,11,4,,,,,,,,,,'-;11;-;-;11;=;-;7','-;11;-;-;4;=;-;7'
342,'-4+6=3','-4+6=2',single,5,3,2,,,,,,,,,,'-;4;+;6;=;3','-;4;+;6;=;2'
343,'-8+-8=-19','-8+-8=-16',single,8,9,6,,,,,,,,,,'-;8;+;-;8;=;-;1;9','-;8;+;-;8;=;-;1;6'
344,'-6+9=5','-6+9=3',single,5,5,3,,,,,,,,,,'-;6;+;9;=;5','-;6;+;9;=;3'
345,'3+-3=-2','3+-5=-2',single,3,3,5,,,,,,,,,,'3;+;-;3;=;-;2','3;+;-;5;=;-;2'
346,'-4+0=2','-4+6=2',single,3,0,6,,,,,,,,,,'-;4;+;0;=;2','-;4;+;6;=;2'
347,'-11=-9--2','-11--9=-2',multi,2,=,-,5,-,=,,,,,,,'-;11;=;-;9;-;-;2','-;11;-;-;9;=;-;2'
348,'-6+-4=-13','-9+-4=-13',single,1,6,9,,,,,,,,,,'-;6;+;-;4;=;-;1;3','-;9;+;-;4;=;-;1;3'
349,'-8+-0=-14','-8+-6=-14',single,4,0,6,,,,,,,,,,'-;8;+;-;0;=;-;1;4','-;8;+;-;6;=;-;1;4'
350,'-4+5=9','-4+9=5',multi,5,9,5,3,5,9,,,,,,,'-;4;+;5;=;9','-;4;+;9;=;5'
351,'-0+2=-7','-9+2=-7',single,1,0,9,,,,,,,,,,'-;0;+;2;=;-;7','-;9;+;2;=;-;7'
352,'-11--11=7','-4--11=7',single,1,11,4,,,,,,,,,,'-;11;-;-;11;=;7','-;4;-;-;11;=;7'
353,'-0+-4=-10','-6+-4=-10',single,1,0,6,,,,,,,,,,'-;0;+;-;4;=;-;1;0','-;6;+;-;4;=;-;1;0'
354,'-6+7=-2','-9+7=-2',single,1,6,9,,,,,,,,,,'-;6;+;7;=;-;2','-;9;+;7;=;-;2'
355,'3+-9=-3','3+-6=-3',single,3,9,6,,,,,,,,,,'3;+;-;9;=;-;3','3;+;-;6;=;-;3'
356,'-6--4=-5','-9--4=-5',single,1,6,9,,,,,,,,,,'-;6;-;-;4;=;-;5','-;9;-;-;4;=;-;5'
357,'-4+-0=-10','-4+-6=-10',single,4,0,6,,,,,,,,,,'-;4;+;-;0;=;-;1;0','-;4;+;-;6;=;-;1;0'
358,'-2--11=8','-3--11=8',single,1,2,3,,,,,,,,,,'-;2;-;-;11;=;8','-;3;-;-;11;=;8'
359,'-2+-11=-14','-3+-11=-14',single,1,2,3,,,,,,,,,,'-;2;+;-;11;=;-;1;4','-;3;+;-;11;=;-;1;4'
360,'5+-3=0','5+-5=0',single,3,3,5,,,,,,,,,,'5;+;-;3;=;0','5;+;-;5;=;0'
361,'9=-5+11','6=-5+11',single,0,9,6,,,,,,,,,,'9;=;-;5;+;11','6;=;-;5;+;11'
362,'-8+4=3','-8+11=3',single,3,4,11,,,,,,,,,,'-;8;+;4;=;3','-;8;+;11;=;3'
363,'3+-6=-5','3+-6=-3',single,6,5,3,,,,,,,,,,'3;+;-;6;=;-;5','3;+;-;6;=;-;3'
364,'-0+11=5','-6+11=5',single,1,0,6,,,,,,,,,,'-;0;+;11;=;5','-;6;+;11;=;5'
365,'-4+-9=-15','-4+-9=-13',single,8,5,3,,,,,,,,,,'-;4;+;-;9;=;-;1;5','-;4;+;-;9;=;-;1;3'
366,'-2--2=6','-2--2=0',single,6,6,0,,,,,,,,,,'-;2;-;-;2;=;6','-;2;-;-;2;=;0'
367,'11+-4=0','11+-11=0',single,3,4,11,,,,,,,,,,'11;+;-;4;=;0','11;+;-;11;=;0'
368,'5=-4+0','5=-4+9',single,5,0,9,,,,,,,,,,'5;=;-;4;+;0','5;=;-;4;+;9'
369,'-4+-4=-15','-4+-11=-15',single,4,4,11,,,,,,,,,,'-;4;+;-;4;=;-;1;5','-;4;+;-;11;=;-;1;5'
370,'8+-1=9','9+-1=8',multi,0,8,9,5,9,8,,,,,,,'8;+;-;1;=;9','9;+;-;1;=;8'
371,'-7--2=-3','-7--2=-5',single,7,3,5,,,,,,,,,,'-;7;-;-;2;=;-;3','-;7;-;-;2;=;-;5'
372,'-0--9=3','-6--9=3',single,1,0,6,,,,,,,,,,'-;0;-;-;9;=;3','-;6;-;-;9;=;3'
373,'-5--11=9','-5--11=6',single,6,9,6,,,,,,,,,,'-;5;-;-;11;=;9','-;5;-;-;11;=;6'
374,'-1+7=0','-1+7=6',single,5,0,6,,,,,,,,,,'-;1;+;7;=;0','-;1;+;7;=;6'
375,'0+-11=-5','6+-11=-5',single,0,0,6,,,,,,,,,,'0;+;-;11;=;-;5','6;+;-;11;=;-;5'
376,'-7+-3=-12','-7+-5=-12',single,4,3,5,,,,,,,,,,'-;7;+;-;3;=;-;1;2','-;7;+;-;5;=;-;1;2'
377,'-1+5=2','-1+3=2',single,3,5,3,,,,,,,,,,'-;1;+;5;=;2','-;1;+;3;=;2'
378,'9+-2=4','6+-2=4',single,0,9,6,,,,,,,,,,'9;+;-;2;=;4','6;+;-;2;=;4'
379,'-11+2=-2','-4+2=-2',single,1,11,4,,,,,,,,,,'-;11;+;2;=;-;2','-;4;+;2;=;-;2'
380,'-3--5=0','-3--3=0',single,4,5,3,,,,,,,,,,'-;3;-;-;5;=;0','-;3;-;-;3;=;0'
381,'-7+6=2','-7+9=2',single,3,6,9,,,,,,,,,,'-;7;+;6;=;2','-;7;+;9;=;2'
382,'1+-8=-9','1+-9=-8',multi,3,8,9,6,9,8,,,,,,,'1;+;-;8;=;-;9','1;+;-;9;=;-;8'
383,'-5+4=1','-3+4=1',single,1,5,3,,,,,,,,,,'-;5;+;4;=;1','-;3;+;4;=;1'
384,'11+-2=8','11+-3=8',single,3,2,3,,,,,,,,,,'11;+;-;2;=;8','11;+;-;3;=;8'
385,'-3+7=5','-2+7=5',single,1,3,2,,,,,,,,,,'-;3;+;7;=;5','-;2;+;7;=;5'
386,'3=6+-6','3=9+-6',single,2,6,9,,,,,,,,,,'3;=;6;+;-;6','3;=;9;+;-;6'
387,'5+-1=6','6+-1=5',multi,5,6,5,0,5,6,,,,,,,'5;+;-;1;=;6','6;+;-;1;=;5'
388,'-6+11=3','-6+11=5',single,5,3,5,,,,,,,,,,'-;6;+;11;=;3','-;6;+;11;=;5'
389,'-1+11=16','-1+11=10',single,6,6,0,,,,,,,,,,'-;1;+;11;=;1;6','-;1;+;11;=;1;0'
390,'-0+-8=-17','-9+-8=-17',single,1,0,9,,,,,,,,,,'-;0;+;-;8;=;-;1;7','-;9;+;-;8;=;-;1;7'
391,'-9--7=1','-6--7=1',single,1,9,6,,,,,,,,,,'-;9;-;-;7;=;1','-;6;-;-;7;=;1'
392,'-4--5=-1','-4--3=-1',single,4,5,3,,,,,,,,,,'-;4;-;-;5;=;-;1','-;4;-;-;3;=;-;1'
393,'-8+6=1','-8+9=1',single,3,6,9,,,,,,,,,,'-;8;+;6;=;1','-;8;+;9;=;1'
394,'-6+-11=-15','-5+-11=-16',multi,1,6,5,8,5,6,,,,,,,'-;6;+;-;11;=;-;1;5','-;5;+;-;11;=;-;1;6'
395,'-2+-3=-3','-2+-3=-5',single,7,3,5,,,,,,,,,,'-;2;+;-;3;=;-;3','-;2;+;-;3;=;-;5'
396,'-5+-11=-19','-5+-11=-16',single,8,9,6,,,,,,,,,,'-;5;+;-;11;=;-;1;9','-;5;+;-;11;=;-;1;6'
397,'-3--3=1','-2--3=1',single,1,3,2,,,,,,,,,,'-;3;-;-;3;=;1','-;2;-;-;3;=;1'
398,'-11+5=-9','-11+5=-6',single,6,9,6,,,,,,,,,,'-;11;+;5;=;-;9','-;11;+;5;=;-;6'
399,'-1+1=9','-1+1=0',single,5,9,0,,,,,,,,,,'-;1;+;1;=;9','-;1;+;1;=;0'
400,'-6+-7=-16','-9+-7=-16',single,1,6,9,,,,,,,,,,'-;6;+;-;7;=;-;1;6','-;9;+;-;7;=;-;1;6'
401,'3+-4=1','5+-4=1',single,0,3,5,,,,,,,,,,'3;+;-;4;=;1','5;+;-;4;=;1'
402,'-4+-1=-12','-11+-1=-12',single,1,4,11,,,,,,,,,,'-;4;+;-;1;=;-;1;2','-;11;+;-;1;=;-;1;2'
403,'-2=-8-6','-2--8=6',multi,2,=,-,5,-,=,,,,,,,'-;2;=;-;8;-;6','-;2;-;-;8;=;6'
404,'-2+0=4','-2+6=4',single,3,0,6,,,,,,,,,,'-;2;+;0;=;4','-;2;+;6;=;4'
405,'2+-11=-8','3+-11=-8',single,0,2,3,,,,,,,,,,'2;+;-;11;=;-;8','3;+;-;11;=;-;8'
406,'-8=-0+1','-8=-9+1',single,4,0,9,,,,,,,,,,'-;8;=;-;0;+;1','-;8;=;-;9;+;1'
407,'-7+7=6','-7+7=0',single,5,6,0,,,,,,,,,,'-;7;+;7;=;6','-;7;+;7;=;0'
408,'-7-8=7','-1+8=7',minus_to_plus,1,7,1,2,-,+,,,,,,,'-;7;-;8;=;7','-;1;+;8;=;7'
409,'0+-1=8','9+-1=8',single,0,0,9,,,,,,,,,,'0;+;-;1;=;8','9;+;-;1;=;8'
